"","fips","state","county","year","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude"
"106",6095,"CA","Solano County",2020,"9.4%",41840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.7%",NA,"40.3%","40.3%","16.0%","15,810","56%","44%","$3.55","$23,888,000","2",38.2809617098,-121.925388545
"107",6097,"CA","Sonoma County",2020,"9.3%",46040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.5%",NA,"40.5%","40.5%","12.1%","11,820","60%","40%","$4.30","$31,858,000","2",38.5285599879,-122.887483333
"108",6099,"CA","Stanislaus County",2020,"11.8%",64320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.4%",NA,"14.6%","14.6%","18.5%","27,340","77%","23%","$3.61","$37,385,000","2",37.5596231173,-120.997728951
"109",6101,"CA","Sutter County",2020,"12.5%",12060,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.3%",NA,"18.7%","18.7%","18.3%","4,580","77%","23%","$3.27","$6,356,000","2",39.0347176537,-121.694837777
"110",6103,"CA","Tehama County",2020,"14.5%",9310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%",NA,"18.1%","18.1%","20.6%","3,160","77%","23%","$3.39","$5,086,000","2",40.1257489332,-122.234030581
"111",6105,"CA","Trinity County",2020,"15.9%",2000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%",NA,"22.0%","22.0%","21.8%","470","80%","20%","$3.56","$1,147,000","2",40.6506363021,-123.112687957
"112",6107,"CA","Tulare County",2020,"14.9%",69330,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%",NA,"9.3%","9.3%","24.1%","34,350","86%","14%","$3.36","$37,453,000","2",36.2204314354,-118.800475359
"113",6109,"CA","Tuolumne County",2020,"13.0%",7050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.0%",NA,"43.0%","43.0%","16.4%","1,470","47%","53%","$4.02","$4,568,000","2",38.0277827472,-119.954608354
"114",6111,"CA","Ventura County",2020,"8.5%",72180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.0%",NA,"31.0%","31.0%","12.8%","24,760","69%","31%","$3.73","$43,297,000","2",34.4716370318,-119.078252096
"115",6113,"CA","Yolo County",2020,"10.6%",23210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.2%",NA,"21.8%","21.8%","12.4%","5,710","68%","32%","$3.65","$13,646,000","2",38.6870109765,-121.901509517
"116",6115,"CA","Yuba County",2020,"13.2%",10260,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.8%",NA,"23.2%","23.2%","18.3%","3,900","67%","33%","$3.21","$5,298,000","2",39.269286796,-121.35122881
"117",6001,"CA","Alameda County",2019,"8.4%",139810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.8%",NA,"43.2%","43.2%","9.9%","34,040","56%","44%","$4.00","$95,592,000","2",37.6448737628,-121.882288836
"118",6003,"CA","Alpine County",2019,"13.1%",140,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.0%",NA,"26.0%","26.0%","19.4%","40","87%","13%","$3.65","$87,000","2",38.5979709975,-119.820210752
"119",6005,"CA","Amador County",2019,"10.7%",4120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.3%",NA,"46.7%","46.7%","16.1%","940","66%","35%","$4.15","$2,920,000","2",38.4461173773,-120.65157196
"120",6007,"CA","Butte County",2019,"14.4%",32450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%",NA,"24.2%","24.2%","18.7%","8,510","65%","35%","$3.25","$18,034,000","2",39.6670113073,-121.600718282
"121",6009,"CA","Calaveras County",2019,"11.8%",5360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.6%",NA,"36.4%","36.4%","18.7%","1,460","65%","35%","$4.62","$4,229,000","2",38.2050147927,-120.553756737
"122",6011,"CA","Colusa County",2019,"13.4%",2870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%",NA,"9.3%","9.3%","21.9%","1,280","83%","17%","$3.37","$1,652,000","2",39.1775362451,-122.237100273
"123",6013,"CA","Contra Costa County",2019,"7.6%",87180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.5%",NA,"39.5%","39.5%","10.4%","27,230","56%","44%","$3.77","$56,245,000","2",37.9155346665,-121.927176832
"124",6015,"CA","Del Norte County",2019,"15.8%",4350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.5%",NA,"23.5%","23.5%","22.8%","1,350","79%","22%","$3.38","$2,513,000","2",41.7434380162,-123.896950371
"125",6017,"CA","El Dorado County",2019,"9.0%",16890,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.9%",NA,"47.1%","47.1%","11.5%","4,350","51%","50%","$4.41","$12,719,000","2",38.7787541226,-120.525262109
"126",6019,"CA","Fresno County",2019,"14.7%",144790,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%",NA,"10.6%","10.6%","22.0%","61,680","77%","23%","$3.03","$74,909,000","2",36.7583709705,-119.651022678
"127",6021,"CA","Glenn County",2019,"13.6%",3790,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.9%",NA,"7.1%","7.1%","18.3%","1,370","77%","23%","$3.13","$2,029,000","2",39.5983656482,-122.392092433
"128",6023,"CA","Humboldt County",2019,"14.8%",20060,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.1%",NA,"23.9%","23.9%","18.2%","4,760","76%","24%","$3.30","$11,318,000","2",40.6986310325,-123.873713677
"129",6025,"CA","Imperial County",2019,"19.1%",34580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.3%",NA,"7.7%","7.7%","31.0%","16,060","80%","20%","$2.75","$16,251,000","2",33.0396666316,-115.365267034
"130",6027,"CA","Inyo County",2019,"10.0%",1800,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.5%",NA,"31.5%","31.5%","12.6%","450","70%","30%","$3.25","$1,000,000","2",36.5112075686,-117.410731439
"131",6029,"CA","Kern County",2019,"13.7%",121800,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.3%",NA,"7.7%","7.7%","20.7%","53,350","81%","19%","$2.98","$62,109,000","2",35.3428386484,-118.729938045
"132",6031,"CA","Kings County",2019,"13.4%",20220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.9%",NA,"14.1%","14.1%","20.1%","8,230","80%","20%","$3.01","$10,398,000","2",36.075306112,-119.815547843
"133",6033,"CA","Lake County",2019,"15.0%",9640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.6%",NA,"21.4%","21.4%","20.9%","2,800","77%","23%","$3.98","$6,557,000","2",39.0996074075,-122.753384296
"134",6035,"CA","Lassen County",2019,"12.3%",3790,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","47.2%",NA,"52.8%","52.8%","18.9%","870","63%","37%","$3.92","$2,540,000","2",40.6735197906,-120.594276729
"135",6037,"CA","Los Angeles County",2019,"10.7%",1079900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.0%",NA,"16.0%","16.0%","14.5%","321,690","74%","26%","$3.47","$640,658,000","2",34.3615935047,-118.216981811
"136",6039,"CA","Madera County",2019,"12.6%",19620,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.1%",NA,"10.9%","10.9%","19.9%","8,530","80%","20%","$3.81","$12,764,000","2",37.21816377,-119.762685404
"137",6041,"CA","Marin County",2019,"7.4%",19210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","49.8%",NA,"50.2%","50.2%","6.5%","3,440","74%","26%","$4.59","$15,085,000","2",38.0728900672,-122.71915116
"138",6043,"CA","Mariposa County",2019,"14.1%",2450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.3%",NA,"25.7%","25.7%","22.2%","630","68%","32%","$3.17","$1,328,000","2",37.5813163577,-119.906074042
"139",6045,"CA","Mendocino County",2019,"13.7%",11950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.9%",NA,"20.1%","20.1%","19.1%","3,580","82%","18%","$3.53","$7,214,000","2",39.440445802,-123.391375934
"140",6047,"CA","Merced County",2019,"14.3%",38880,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.5%",NA,"3.5%","3.5%","21.6%","17,350","85%","15%","$3.20","$21,242,000","2",37.1928046251,-120.717925436
"141",6049,"CA","Modoc County",2019,"15.6%",1390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.7%",NA,"19.3%","19.3%","22.4%","390","89%","12%","$3.30","$785,000","2",41.5897858558,-120.725182912
"142",6051,"CA","Mono County",2019,"8.7%",1240,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.4%",NA,"27.6%","27.6%","11.5%","310","71%","29%","$3.19","$675,000","2",37.9391539251,-118.886797787
"143",6053,"CA","Monterey County",2019,"10.1%",43610,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.9%",NA,"7.1%","7.1%","14.6%","16,650","89%","11%","$3.44","$25,646,000","2",36.2172938519,-121.23941124
"144",6055,"CA","Napa County",2019,"7.6%",10660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.8%",NA,"34.2%","34.2%","9.0%","2,640","73%","27%","$4.30","$7,845,000","2",38.5076030306,-122.330530356
"145",6057,"CA","Nevada County",2019,"10.4%",10310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.6%",NA,"38.4%","38.4%","13.6%","2,330","71%","29%","$4.96","$8,745,000","2",39.301273004,-120.768694433
"146",6059,"CA","Orange County",2019,"8.3%",264340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.0%",NA,"30.0%","30.0%","10.1%","70,970","73%","27%","$3.51","$158,634,000","2",33.703091525,-117.761211249
"147",6061,"CA","Placer County",2019,"8.1%",31230,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","49.1%",NA,"50.9%","50.9%","9.7%","8,360","47%","53%","$3.75","$20,044,000","2",39.063936061,-120.717238332
"148",6063,"CA","Plumas County",2019,"13.4%",2500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.2%",NA,"38.8%","38.8%","17.2%","540","58%","42%","$3.43","$1,465,000","2",40.0047236595,-120.838727612
"149",6065,"CA","Riverside County",2019,"9.0%",216050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.0%",NA,"12.0%","12.0%","13.6%","83,430","71%","29%","$3.17","$117,000,000","2",33.74364051,-115.994021641
"150",6067,"CA","Sacramento County",2019,"11.0%",168410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.6%",NA,"28.4%","28.4%","15.7%","57,060","66%","34%","$3.28","$94,463,000","2",38.4543841802,-121.338809393
"151",6069,"CA","San Benito County",2019,"7.0%",4220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.9%",NA,"10.1%","10.1%","10.6%","1,660","81%","19%","$4.43","$3,196,000","2",36.6055494282,-121.074869757
"152",6071,"CA","San Bernardino County",2019,"9.6%",206710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.5%",NA,"10.5%","10.5%","14.9%","85,080","72%","28%","$3.12","$110,278,000","2",34.8413712057,-116.178482683
"153",6073,"CA","San Diego County",2019,"9.2%",305100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.8%",NA,"28.2%","28.2%","11.7%","84,370","70%","30%","$3.47","$180,727,000","2",33.03590414,-116.733115518
"154",6075,"CA","San Francisco County",2019,"10.5%",92090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","51.6%",NA,"48.4%","48.4%","8.7%","10,230","60%","40%","$4.84","$76,192,000","2",37.7545101587,-122.442201158
"155",6077,"CA","San Joaquin County",2019,"11.5%",85740,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.0%",NA,"18.0%","18.0%","16.9%","34,190","71%","29%","$3.20","$46,879,000","2",37.9347888756,-121.271031094
"156",6079,"CA","San Luis Obispo County",2019,"9.1%",25660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.1%",NA,"34.9%","34.9%","10.7%","5,370","66%","34%","$3.62","$15,901,000","2",35.3871699387,-120.404113779
"157",6081,"CA","San Mateo County",2019,"6.6%",50810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.5%",NA,"45.5%","45.5%","5.9%","9,370","73%","27%","$3.93","$34,167,000","2",37.4222797899,-122.328717603
"158",6083,"CA","Santa Barbara County",2019,"9.2%",41030,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.0%",NA,"12.0%","12.0%","11.7%","11,640","82%","19%","$3.41","$23,899,000","2",34.7247642306,-120.022280302
"159",6085,"CA","Santa Clara County",2019,"7.3%",140120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.6%",NA,"45.4%","45.4%","6.5%","28,060","66%","34%","$3.81","$91,234,000","2",37.2314656159,-121.694370762
"160",6087,"CA","Santa Cruz County",2019,"10.1%",27710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.4%",NA,"27.6%","27.6%","12.6%","6,700","73%","27%","$4.10","$19,442,000","2",37.0562738337,-122.001503233
"161",6089,"CA","Shasta County",2019,"14.5%",25910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.9%",NA,"31.1%","31.1%","20.4%","7,900","68%","32%","$3.18","$14,084,000","2",40.7638035968,-122.040258069
"162",6091,"CA","Sierra County",2019,"11.6%",350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.4%",NA,"28.6%","28.6%","17.5%","80","59%","41%","$3.55","$212,000","2",39.5802326921,-120.5158689
"163",6093,"CA","Siskiyou County",2019,"16.2%",7020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.3%",NA,"23.7%","23.7%","22.5%","1,980","77%","24%","$3.27","$3,925,000","2",41.5927766918,-122.540597429
"164",6095,"CA","Solano County",2019,"8.5%",37600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.7%",NA,"35.3%","35.3%","13.3%","13,100","59%","41%","$3.28","$21,082,000","2",38.2809617098,-121.925388545
"165",6097,"CA","Sonoma County",2019,"8.7%",43600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.4%",NA,"36.6%","36.6%","10.3%","10,230","66%","34%","$4.00","$29,835,000","2",38.5285599879,-122.887483333
"166",6099,"CA","Stanislaus County",2019,"11.8%",64300,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.0%",NA,"11.0%","11.0%","16.9%","24,970","79%","21%","$3.25","$35,745,000","2",37.5596231173,-120.997728951
"167",6101,"CA","Sutter County",2019,"13.7%",13170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%",NA,"18.1%","18.1%","19.7%","4,930","78%","22%","$2.92","$6,564,000","2",39.0347176537,-121.694837777
"168",6103,"CA","Tehama County",2019,"15.9%",10170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%",NA,"18.1%","18.1%","23.6%","3,600","78%","22%","$3.24","$5,626,000","2",40.1257489332,-122.234030581
"169",6105,"CA","Trinity County",2019,"15.9%",2020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.3%",NA,"25.7%","25.7%","24.2%","520","69%","31%","$3.29","$1,134,000","2",40.6506363021,-123.112687957
"170",6107,"CA","Tulare County",2019,"15.6%",71990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","99.1%",NA,"0.9%","0.9%","23.0%","32,950","86%","14%","$3.04","$37,455,000","2",36.2204314354,-118.800475359
"171",6109,"CA","Tuolumne County",2019,"12.7%",6860,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.3%",NA,"42.7%","42.7%","16.8%","1,510","52%","48%","$3.99","$4,684,000","2",38.0277827472,-119.954608354
"172",6111,"CA","Ventura County",2019,"7.8%",65680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.0%",NA,"25.0%","25.0%","10.4%","20,380","72%","28%","$3.45","$38,705,000","2",34.4716370318,-119.078252096
"173",6113,"CA","Yolo County",2019,"10.7%",23330,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.6%",NA,"20.4%","20.4%","12.7%","5,830","67%","33%","$3.46","$13,816,000","2",38.6870109765,-121.901509517
"174",6115,"CA","Yuba County",2019,"13.2%",10090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.9%",NA,"26.1%","26.1%","18.2%","3,850","70%","30%","$3.05","$5,254,000","2",39.269286796,-121.35122881
"175",6001,"CA","Alameda County",2010,"16.4%",242460,"130.0%","SNAP","185.0%","Other Nutrition Program","39.6%","12.9%","47.5%","NA","20.8%","69600","57%","43%","$2.82","$117,691,430","1",37.6448737628,-121.882288836
"176",6003,"CA","Alpine County",2010,"19.3%",230,"130.0%","SNAP","185.0%","Other Nutrition Program","35.7%","15.4%","48.8%","NA","25.3%","60","59%","41%","$2.55","$100,950","1",38.5979709975,-119.820210752
"177",6005,"CA","Amador County",2010,"16.5%",6310,"130.0%","SNAP","185.0%","Other Nutrition Program","27.0%","15.8%","57.2%","NA","21.7%","1390","47%","53%","$3.09","$3,356,170","1",38.4461173773,-120.65157196
"178",6007,"CA","Butte County",2010,"19.4%",42420,"130.0%","SNAP","185.0%","Other Nutrition Program","53.9%","18.0%","28.1%","NA","27.3%","12460","70%","30%","$2.59","$18,911,500","1",39.6670113073,-121.600718282
"179",6009,"CA","Calaveras County",2010,"18.0%",8290,"130.0%","SNAP","185.0%","Other Nutrition Program","31.9%","16.8%","51.3%","NA","24.2%","2150","47%","53%","$3.23","$4,609,060","1",38.2050147927,-120.553756737
"180",6011,"CA","Colusa County",2010,"20.7%",4390,"130.0%","SNAP","185.0%","Other Nutrition Program","51.8%","28.1%","20.1%","NA","34.7%","2110","71%","29%","$3.60","$2,720,340","1",39.1775362451,-122.237100273
"181",6013,"CA","Contra Costa County",2010,"15.1%",155020,"130.0%","SNAP","185.0%","Other Nutrition Program","34.0%","13.0%","53.0%","NA","20.2%","51720","51%","50%","$2.77","$73,913,390","1",37.9155346665,-121.927176832
"182",6015,"CA","Del Norte County",2010,"20.0%",5700,"130.0%","SNAP","185.0%","Other Nutrition Program","54.4%","11.7%","34.0%","NA","30.4%","1870","75%","25%","$2.82","$2,766,810","1",41.7434380162,-123.896950371
"183",6017,"CA","El Dorado County",2010,"15.6%",27850,"130.0%","SNAP","185.0%","Other Nutrition Program","28.5%","13.5%","58.0%","NA","21.5%","8970","43%","57%","$3.29","$15,771,640","1",38.7787541226,-120.525262109
"184",6019,"CA","Fresno County",2010,"20.8%",189430,"130.0%","SNAP","185.0%","Other Nutrition Program","59.2%","23.6%","17.2%","NA","33.7%","91070","73%","27%","$2.37","$77,277,440","1",36.7583709705,-119.651022678
"185",6021,"CA","Glenn County",2010,"19.5%",5460,"130.0%","SNAP","185.0%","Other Nutrition Program","52.8%","25.5%","21.6%","NA","30.4%","2400","70%","31%","$2.47","$2,321,370","1",39.5983656482,-122.392092433
"186",6023,"CA","Humboldt County",2010,"17.8%",23740,"130.0%","SNAP","185.0%","Other Nutrition Program","56.0%","17.1%","26.8%","NA","24.5%","6450","72%","28%","$2.56","$10,461,070","1",40.6986310325,-123.873713677
"187",6025,"CA","Imperial County",2010,"27.6%",46400,"130.0%","SNAP","185.0%","Other Nutrition Program","52.4%","31.8%","15.8%","NA","43.8%","21520","68%","32%","$2.18","$17,411,260","1",33.0396666316,-115.365267034
"188",6027,"CA","Inyo County",2010,"14.9%",2740,"130.0%","SNAP","185.0%","Other Nutrition Program","42.0%","21.3%","36.7%","NA","22.4%","880","63%","37%","$3.47","$1,636,570","1",36.5112075686,-117.410731439
"189",6029,"CA","Kern County",2010,"19.9%",162430,"130.0%","SNAP","185.0%","Other Nutrition Program","57.7%","23.5%","18.8%","NA","31.7%","77700","74%","26%","$2.42","$67,660,820","1",35.3428386484,-118.729938045
"190",6031,"CA","Kings County",2010,"20.1%",30400,"130.0%","SNAP","185.0%","Other Nutrition Program","49.9%","24.0%","26.1%","NA","32.2%","13180","73%","27%","$2.31","$12,087,630","1",36.075306112,-119.815547843
"191",6033,"CA","Lake County",2010,"22.4%",14400,"130.0%","SNAP","185.0%","Other Nutrition Program","57.3%","18.4%","24.3%","NA","32.8%","4450","77%","23%","$2.95","$7,312,070","1",39.0996074075,-122.753384296
"192",6035,"CA","Lassen County",2010,"19.1%",6700,"130.0%","SNAP","185.0%","Other Nutrition Program","30.6%","6.3%","63.1%","NA","25.4%","1520","52%","48%","$2.79","$3,217,620","1",40.6735197906,-120.594276729
"193",6037,"CA","Los Angeles County",2010,"16.8%",1636110,"130.0%","SNAP","185.0%","Other Nutrition Program","52.0%","23.4%","24.6%","NA","26.6%","643640","69%","31%","$2.67","$751,933,430","1",34.3615935047,-118.216981811
"194",6039,"CA","Madera County",2010,"19.0%",28040,"130.0%","SNAP","185.0%","Other Nutrition Program","55.8%","27.2%","17.0%","NA","32.3%","13370","76%","24%","$2.98","$14,383,010","1",37.21816377,-119.762685404
"195",6041,"CA","Marin County",2010,"12.3%",30540,"130.0%","SNAP","185.0%","Other Nutrition Program","30.0%","9.7%","60.2%","NA","16.8%","8530","39%","61%","$3.06","$16,085,930","1",38.0728900672,-122.71915116
"196",6043,"CA","Mariposa County",2010,"16.8%",3070,"130.0%","SNAP","185.0%","Other Nutrition Program","43.7%","14.9%","41.4%","NA","25.1%","860","53%","47%","$4.04","$2,134,890","1",37.5813163577,-119.906074042
"197",6045,"CA","Mendocino County",2010,"16.9%",14820,"130.0%","SNAP","185.0%","Other Nutrition Program","57.1%","20.1%","22.7%","NA","26.5%","5050","76%","24%","$2.89","$7,372,280","1",39.440445802,-123.391375934
"198",6047,"CA","Merced County",2010,"21.8%",54530,"130.0%","SNAP","185.0%","Other Nutrition Program","58.0%","29.7%","12.3%","NA","34.9%","27590","74%","26%","$2.55","$23,934,880","1",37.1928046251,-120.717925436
"199",6049,"CA","Modoc County",2010,"19.6%",1890,"130.0%","SNAP","185.0%","Other Nutrition Program","56.7%","21.9%","21.4%","NA","30.3%","640","84%","17%","$3.51","$1,141,890","1",41.5897858558,-120.725182912
"200",6051,"CA","Mono County",2010,"14.6%",2020,"130.0%","SNAP","185.0%","Other Nutrition Program","47.8%","19.4%","32.8%","NA","22.8%","670","53%","47%","$3.67","$1,276,070","1",37.9391539251,-118.886797787
"201",6053,"CA","Monterey County",2010,"15.4%",62810,"130.0%","SNAP","185.0%","Other Nutrition Program","49.8%","29.0%","21.2%","NA","27.1%","29160","69%","31%","$2.51","$27,136,770","1",36.2172938519,-121.23941124
"202",6055,"CA","Napa County",2010,"13.4%",17980,"130.0%","SNAP","185.0%","Other Nutrition Program","40.8%","18.6%","40.6%","NA","20.9%","6420","59%","42%","$3.00","$9,284,670","1",38.5076030306,-122.330530356
"203",6057,"CA","Nevada County",2010,"15.4%",15150,"130.0%","SNAP","185.0%","Other Nutrition Program","33.2%","17.8%","49.0%","NA","21.5%","4170","53%","47%","$3.43","$8,944,630","1",39.301273004,-120.768694433
"204",6059,"CA","Orange County",2010,"13.0%",386020,"130.0%","SNAP","185.0%","Other Nutrition Program","41.2%","19.6%","39.3%","NA","21.3%","155210","55%","45%","$2.73","$181,396,160","1",33.703091525,-117.761211249
"205",6061,"CA","Placer County",2010,"14.5%",48700,"130.0%","SNAP","185.0%","Other Nutrition Program","26.5%","12.1%","61.3%","NA","19.4%","16080","35%","65%","$2.82","$23,639,250","1",39.063936061,-120.717238332
"206",6063,"CA","Plumas County",2010,"20.0%",4090,"130.0%","SNAP","185.0%","Other Nutrition Program","41.2%","19.4%","39.4%","NA","27.7%","1030","77%","23%","$3.25","$2,288,030","1",40.0047236595,-120.838727612
"207",6065,"CA","Riverside County",2010,"17.4%",367720,"130.0%","SNAP","185.0%","Other Nutrition Program","44.9%","24.1%","31.0%","NA","26.9%","161640","64%","36%","$2.49","$157,605,810","1",33.74364051,-115.994021641
"208",6067,"CA","Sacramento County",2010,"18.0%",251060,"130.0%","SNAP","185.0%","Other Nutrition Program","45.8%","16.1%","38.2%","NA","24.2%","86220","68%","32%","$2.51","$108,469,310","1",38.4543841802,-121.338809393
"209",6069,"CA","San Benito County",2010,"17.7%",9650,"130.0%","SNAP","185.0%","Other Nutrition Program","39.8%","23.1%","37.1%","NA","28.1%","4530","51%","49%","$3.12","$5,182,480","1",36.6055494282,-121.074869757
"210",6071,"CA","San Bernardino County",2010,"17.6%",352840,"130.0%","SNAP","185.0%","Other Nutrition Program","48.6%","23.5%","27.8%","NA","27.0%","158880","67%","33%","$2.45","$148,798,840","1",34.8413712057,-116.178482683
"211",6073,"CA","San Diego County",2010,"14.8%",447780,"130.0%","SNAP","185.0%","Other Nutrition Program","44.1%","17.5%","38.4%","NA","22.5%","159400","60%","40%","$2.68","$206,564,230","1",33.03590414,-116.733115518
"212",6075,"CA","San Francisco County",2010,"14.9%",117740,"130.0%","SNAP","185.0%","Other Nutrition Program","43.9%","14.5%","41.6%","NA","19.1%","20020","59%","41%","$3.15","$63,839,610","1",37.7545101587,-122.442201158
"213",6077,"CA","San Joaquin County",2010,"20.3%",137000,"130.0%","SNAP","185.0%","Other Nutrition Program","47.7%","21.9%","30.4%","NA","29.6%","58320","68%","32%","$2.54","$59,897,670","1",37.9347888756,-121.271031094
"214",6079,"CA","San Luis Obispo County",2010,"15.1%",40080,"130.0%","SNAP","185.0%","Other Nutrition Program","42.2%","13.8%","44.0%","NA","20.8%","10320","53%","47%","$2.90","$20,006,970","1",35.3871699387,-120.404113779
"215",6081,"CA","San Mateo County",2010,"12.2%",85990,"130.0%","SNAP","185.0%","Other Nutrition Program","31.4%","13.9%","54.7%","NA","18.3%","28330","43%","57%","$2.82","$41,740,020","1",37.4222797899,-122.328717603
"216",6083,"CA","Santa Barbara County",2010,"13.7%",57130,"130.0%","SNAP","185.0%","Other Nutrition Program","53.0%","21.7%","25.3%","NA","23.2%","21960","66%","34%","$2.60","$25,567,790","1",34.7247642306,-120.022280302
